phase,env_steps,env_steps_per_second,train_updates_per_second,samples_per_second,total_train_step_time,component_seconds,latest_update_seconds,latest_sample_seconds
warmup_unmeasured,18048,3841.7106306147257,0.0,0.0,0.03331849072128534,,,
warmup_unmeasured,18176,3854.898363080563,0.0,0.0,0.03320450708270073,,,
warmup_unmeasured,18304,3874.9998934818022,0.0,0.0,0.0330322589725256,,,
warmup_unmeasured,18432,3833.530714585719,0.0,0.0,0.033389585092663765,,,
warmup_unmeasured,18560,3676.5258436602994,0.0,0.0,0.03481547674164176,,,
warmup_unmeasured,18688,3748.0087283126895,0.0,0.0,0.034151467960327864,,,
warmup_unmeasured,18816,3143.9490705652665,0.0,0.0,0.040713127702474594,,,
warmup_unmeasured,18944,3811.1523967468693,0.0,0.0,0.033585641998797655,,,
warmup_unmeasured,19072,3843.010040177852,0.0,0.0,0.03330722497776151,,,
warmup_unmeasured,19200,3802.954685640264,0.0,0.0,0.03365803975611925,,,
warmup_unmeasured,19328,3711.2108238028623,0.0,0.0,0.034490091260522604,,,
warmup_unmeasured,19456,3835.580534548479,0.0,0.0,0.03337174095213413,,,
warmup_unmeasured,19584,3831.7269539203166,0.0,0.0,0.03340530302375555,,,
warmup_unmeasured,19712,3843.886172557403,0.0,0.0,0.03329963330179453,,,
warmup_unmeasured,19840,3864.8514775815956,0.0,0.0,0.03311899583786726,,,
warmup_unmeasured,19968,3848.115954270517,0.0,0.0,0.03326303092762828,,,
warmup_unmeasured,20096,3769.0661405802994,0.0,0.0,0.033960666973143816,,,
warmup_unmeasured,20224,3850.617902859187,0.0,0.0,0.033241418190300465,,,
warmup_unmeasured,20352,3859.806282587461,0.0,0.0,0.033162286039441824,,,
warmup_unmeasured,20480,3806.1360279452933,0.0,0.0,0.033629906829446554,,,
warmup_unmeasured,20608,3824.91111924517,0.0,0.0,0.03346482990309596,,,
warmup_unmeasured,20736,3839.572732311214,0.0,0.0,0.033337042666971684,,,
warmup_unmeasured,20864,3763.4985554000364,0.0,0.0,0.03401090716943145,,,
warmup_unmeasured,20992,3867.05935377778,0.0,0.0,0.033100086729973555,,,
warmup_unmeasured,21120,3872.449858577302,0.0,0.0,0.033054010942578316,,,
warmup_unmeasured,21248,3849.658904487244,0.0,0.0,0.03324969904497266,,,
warmup_unmeasured,21376,3859.3590301657932,0.0,0.0,0.033166129142045975,,,
